VIN,year,znamka,model,state,city,price,miles,accidents,use,owners,MPG_city,MPG_highway,engine,transmission,drive_type,exterior,interior
WDBSK75F93F021261,2003,mercedes-benz,sl,CA,San Diego,9999,91284,0,Personal,4,15,22,5.0L V-8 Gas,Automatic,RWD,Silver,Unknown
WDDHF8JB6EA869273,2014,mercedes-benz,e-class,FL,Tampa,14995,102589,0,Personal,3,21,29,3.5L V-6 Gas,Automatic,AWD,White,Unknown
WDBSK75F13F014465,2003,mercedes-benz,sl,IL,Downers Grove,14888,55988,0,Personal,4,15,22,5.0L V-8 Gas,Automatic,RWD,Black,Unknown
WD4PF0CD3KP053996,2019,mercedes-benz,sprinter-crew-van,TX,Webster,39999,51311,0,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
WD3PF1CDXJP626790,2018,mercedes-benz,sprinter-chassis-cab,VA,Fredericksburg,49000,34262,0,Personal,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,White,Black
W1N0G8EB5NG073778,2022,mercedes-benz,glc,IL,Naperville,44777,3071,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDGF4HB9DR255716,2013,mercedes-benz,c-class,AZ,Tempe,10995,95550,0,Fleet,3,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
W1N0G8EB0NV374177,2022,mercedes-benz,glc,IL,Naperville,44977,3860,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
W1N0G8EB7NV351558,2022,mercedes-benz,glc,PA,East Petersburg,46990,6687,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Gray
55SWF8DB4KU294184,2019,mercedes-benz,c-class,FL,Orlando,26342,61078,0,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
WDC0G4JBXKV141967,2019,mercedes-benz,glc,TX,Webster,30994,39877,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
W1N0G8EB4NV383318,2022,mercedes-benz,glc,IL,Naperville,46777,2481,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N0G8EB1NV367111,2022,mercedes-benz,glc,IL,Chicago,42991,5922,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
55SWF4KB9FU009710,2015,mercedes-benz,c-class,NC,Durham,18682,84213,0,Personal,3,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF4JB3JU234781,2018,mercedes-benz,c-class,FL,Orlando,23998,52840,3,Personal,3,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WD3PE7CD9JP632764,2018,mercedes-benz,sprinter-cargo-van,WA,Lakewood,34999,61466,0,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
W1N0G8EB0NV387835,2022,mercedes-benz,glc,IL,Naperville,46192,4801,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDDWF4KB6GR141195,2016,mercedes-benz,c-class,NY,North Syracuse,16500,130285,1,Personal,2,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDC0G4JB5JV062690,2018,mercedes-benz,glc,FL,Ft. Pierce,26750,45450,0,Personal,2,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF4JB3GU158004,2016,mercedes-benz,c-class,FL,Tampa,19100,71764,0,Personal,3,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Unknown
4JGDA5JB5JB144852,2018,mercedes-benz,gle,FL,Fort Lauderdale,27990,51235,1,Personal,2,18,23,3.5L V-6 Gas,Automatic,RWD,White,Beige
55SWF4KB5GU114374,2016,mercedes-benz,c-class,TX,Dallas,14995,111835,0,Personal,3,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WDCTG4GBXKJ628971,2019,mercedes-benz,gla,NY,Farmingdale,21690,63289,0,Personal,2,23,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Unknown
W1N0G8EB3NV366400,2022,mercedes-benz,glc,PA,East Petersburg,47990,7071,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N0G8EB0NV340577,2022,mercedes-benz,glc,PA,East Petersburg,47990,6797,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N0G8EB5NV369556,2022,mercedes-benz,glc,NJ,Edison,46693,6051,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
W1N0G8EB1NV351829,2022,mercedes-benz,glc,PA,East Petersburg,46990,6656,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Beige
W1N0G8EB1NG060929,2022,mercedes-benz,glc,PA,East Petersburg,47990,6116,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
55SWF4JB9JU237345,2018,mercedes-benz,c-class,CA,Riverside,24776,48480,0,Personal,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
WDD3G4EBXKW032812,2019,mercedes-benz,a-class,FL,Tampa,28098,18647,0,Personal,1,24,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WDDGF4HB7CR212846,2012,mercedes-benz,c-class,CA,San Jose,9159,110000,1,Personal,2,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Unknown
55SWF4JB3HU201631,2017,mercedes-benz,c-class,CA,Bloomington,16995,100768,0,Personal,2,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Unknown
WDDHF8JB4EA910998,2014,mercedes-benz,e-class,IL,Mt. Prospect,14500,120100,0,Personal,3,21,29,3.5L V-6 Gas,Automatic,AWD,Black,Black
W1N0G8DB9NG081786,2022,mercedes-benz,glc,AZ,Scottsdale,43994,1630,0,Personal,0,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Beige
W1N0G8EB7NV353858,2022,mercedes-benz,glc,NJ,Edison,47385,4410,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDSJ4EB9GN303711,2016,mercedes-benz,cla,CA,Fresno,19995,61866,1,Fleet,3,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
55SWF4JB4JU269166,2018,mercedes-benz,c-class,CA,Glendale,25389,43742,0,Personal,1,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDSJ4EB4EN042856,2014,mercedes-benz,cla,GA,Peachtree Corners,15995,97386,1,Personal,5,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
55SWF8DB4KU316622,2019,mercedes-benz,c-class,TN,Clarksville,25980,61810,0,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Beige
4JGDF6EE7KB240768,2019,mercedes-benz,gls,WA,Seattle,47500,34271,0,Personal,1,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WDCTG4GB9FJ114728,2015,mercedes-benz,gla,TX,San Antonio,18162,85714,0,Personal,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WD3PE8CC7D5752589,2013,mercedes-benz,sprinter-cargo-van,VA,Fredericksburg,30990,96351,1,Personal,3,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,White,Black
55SWF8DB7KU311303,2019,mercedes-benz,c-class,FL,Ocala,28875,41294,0,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDPK4HA8FF097408,2015,mercedes-benz,slk,FL,Leesburg,24887,55955,0,Personal,2,22,32,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDBSK75F36F108903,2006,mercedes-benz,sl,FL,Jupiter,17900,60117,0,Personal,3,16,24,5.0L V-8 Gas,Automatic,RWD,Silver,Gray
W1N0G8EB1NV340488,2022,mercedes-benz,glc,NJ,Freehold,49845,10168,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
WDC0G4JB7KV188907,2019,mercedes-benz,glc,TX,Houston,32991,31575,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Unknown
4JGDA5HB0JB195018,2018,mercedes-benz,gle,WA,Seattle,38980,18797,0,Personal,1,18,22,3.5L V-6 Gas,Automatic,AWD,Black,White
WDDHF8JB3CA573687,2012,mercedes-benz,e-class,IL,Oak Forest,8980,149423,0,Fleet,3,19,28,3.5L V-6 Gas,Automatic,AWD,Gray,Black
WDDSJ4EB7GN393716,2016,mercedes-benz,cla,TX,Houston,22488,48315,0,Personal,2,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Gray
W1N0G8EB7NV343234,2022,mercedes-benz,glc,MD,Owings Mills,45985,4298,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
W1N0G8EB0NG058797,2022,mercedes-benz,glc,NY,Nanuet,49400,5882,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WDC0G4JB0KV176288,2019,mercedes-benz,glc,GA,Brunswick,32000,33605,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
4JGBF7BE0BA723915,2011,mercedes-benz,gl,TX,Irving,14510,113230,0,Personal,3,13,18,4.7L V-8 Gas,Automatic,AWD,White,Black
WDBKK47F5XF102825,1999,mercedes-benz,slk,WA,Lynnwood,7999,118371,0,Fleet,6,21,30,2.3L Inline-4 Gas Supercharged,Manual,RWD,Black,Black
55SWF4JB1GU174914,2016,mercedes-benz,c-class,CA,HUNTINGTON PARK,18995,71921,0,Fleet,2,25,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
W1N0G8EB4NV378037,2022,mercedes-benz,glc,NJ,Union,48445,3980,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WDC0G4JB1KV144045,2019,mercedes-benz,glc,CA,El Dorado Hills,29488,51811,0,Personal,3,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF4KB4FU029573,2015,mercedes-benz,c-class,TX,Farmers Branch,15399,112882,2,Personal,2,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
4JGDF6EE2HA751190,2017,mercedes-benz,gls,AL,Bessemer,29990,85950,0,Personal,2,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Unknown
55SWF4KB8GU136580,2016,mercedes-benz,c-class,CA,South Gate,21995,49066,1,Fleet,4,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
WDDGF8AB6DR243895,2013,mercedes-benz,c-class,VA,Alexandria,14995,69055,0,Personal,4,20,28,3.5L V-6 Gas,Automatic,AWD,Black,Black
WDDHH8JB7EA799552,2014,mercedes-benz,e-class,CA,Sacramento,19999,98853,0,Personal,2,19,26,3.5L V-6 Gas,Automatic,AWD,Gray,Black
WDDGF4HB3ER309903,2014,mercedes-benz,c-class,FL,Tampa,13995,67002,0,Personal,2,22,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Blue,Beige
WDDUG8CB4EA046205,2014,mercedes-benz,s-class,TX,Plano,30900,75950,0,Fleet,2,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Black,Black
WDDZH6JB0KA534668,2019,mercedes-benz,e-class,FL,West Palm Beach,45495,58207,1,Personal,1,19,26,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
W1N0G8EB4MV304227,2021,mercedes-benz,glc,CA,Merced,39990,19816,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDHF5KB2EA971960,2014,mercedes-benz,e-class,CA,HUNTINGTON PARK,16499,96883,0,Personal,2,21,30,3.5L V-6 Gas,Automatic,RWD,White,Black
W1N0G8DB4NV338056,2022,mercedes-benz,glc,CA,Thousand Oaks,40883,9396,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
W1N0G8EB0NV339851,2022,mercedes-benz,glc,VA,Arlington,45995,8356,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
55SWF8DB2KU300063,2019,mercedes-benz,c-class,FL,Miami,30788,18660,0,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Beige
WDDKK5KF2EF250299,2014,mercedes-benz,e-class,MD,Suitland,17990,100090,1,Personal,2,19,28,3.5L V-6 Gas,Automatic,RWD,Silver,Gray
WDDNG71X68A176701,2008,mercedes-benz,s-class,NC,Raleigh,12999,105014,0,Personal,3,14,21,5.5L V-8 Gas,Automatic,RWD,Silver,Black
WDDZF4KB8KA499791,2019,mercedes-benz,e-class,NY,New Rochelle,38895,36387,0,Personal,2,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDBUF87X08B359459,2008,mercedes-benz,e-class,NJ,Union City,6995,130638,0,Personal,2,16,22,3.5L V-6 Gas,Automatic,AWD,Black,Gray
W1N0G8EB6MV300258,2021,mercedes-benz,glc,VA,Fairfax,39426,21199,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Unknown
55SWF8DB8KU308376,2019,mercedes-benz,c-class,TX,Houston,31400,47135,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
W1N0G8EB7NV362589,2022,mercedes-benz,glc,KS,Wichita,46998,4451,0,Personal,0,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
W1N0G8DB3MV264062,2021,mercedes-benz,glc,TX,Houston,41800,13081,0,Personal,0,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
WDBSK71FX9F155971,2009,mercedes-benz,sl,NY,Blauvelt,25888,76000,0,Personal,3,13,21,5.5L V-8 Gas,Automatic,RWD,Black,Black
WDDUG8CB0FA179321,2015,mercedes-benz,s-class,TX,Carrollton,29991,87533,2,Personal,2,17,26,4.6L V-8 Gas Turbocharged,Automatic,RWD,White,Beige
4JGDF7DE0JB094378,2018,mercedes-benz,gls,TX,San Antonio,32994,110693,0,Personal,1,14,19,4.7L V-8 Gas Turbocharged,Automatic,AWD,Black,Gray
W1N0G8DB4NV365371,2022,mercedes-benz,glc,AZ,Scottsdale,41994,2493,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Gray
W1N0G8DBXNV326915,2022,mercedes-benz,glc,CA,Encino,41997,9572,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Black
WDDHF5KB0EA879245,2014,mercedes-benz,e-class,VA,Midlothian,16779,119767,0,Personal,3,21,30,3.5L V-6 Gas,Automatic,RWD,Gray,Gray
55SWF4JB2JU240894,2018,mercedes-benz,c-class,FL,Fort Myers,26989,41658,0,Personal,3,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
WDDHF5KB9GB252024,2016,mercedes-benz,e-class,TX,Austin,24990,45514,0,Personal,1,20,29,3.5L V-6 Gas,Automatic,RWD,Gray,Black
WDDSJ4EB0JN513251,2018,mercedes-benz,cla,TX,Georgetown,25368,66896,0,Personal,2,24,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Beige
W1N0G8EB2NG040074,2022,mercedes-benz,glc,NY,Nanuet,49350,7214,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WDDGF8BB2BR157981,2011,mercedes-benz,c-class,MA,Westport,9995,118041,1,Personal,2,18,25,3.0L V-6 Gas,Automatic,AWD,White,Beige
W1KWF8DB1MR651681,2021,mercedes-benz,c-class,TX,Fort Worth,37991,23520,0,Personal,0,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Black
WDC0G4JB7KF588945,2019,mercedes-benz,glc,TX,Houston,33880,29777,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF8DB9KU310945,2019,mercedes-benz,c-class,CA,Newport Beach,28892,49974,0,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
55SWF8EB9KU289822,2019,mercedes-benz,c-class,PA,Warminster,29989,37914,0,Personal,2,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
W1N0G8EB5NV342115,2022,mercedes-benz,glc,CA,San Jose,42418,7465,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
55SWF4KB6FU033933,2015,mercedes-benz,c-class,IN,Indianapolis,17083,84665,1,Personal,4,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDDWF4JB4JR418581,2018,mercedes-benz,c-class,TX,Beaumont,31995,41001,1,Personal,1,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
55SWF8DB6KU287608,2019,mercedes-benz,c-class,FL,Miami,30995,34799,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Brown
WDDSJ4EB8EN037045,2014,mercedes-benz,cla,OH,Middleton,13888,116057,1,Personal,4,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Black
WDAPF4CD1KN025808,2019,mercedes-benz,sprinter-cargo-van,CA,West Covina,55891,5513,0,Personal,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,White,Black
WDBSK71F77F128255,2007,mercedes-benz,sl,VA,Fredericksburg,14000,126954,1,Personal,4,14,22,5.5L V-8 Gas,Automatic,RWD,Black,Black
WDC0G4JB6KV141111,2019,mercedes-benz,glc,TX,Houston,28983,56829,2,Fleet,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
55SWF8DB5KU284148,2019,mercedes-benz,c-class,TX,Katy,28997,63971,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Beige
W1N0G8EB9MF921634,2021,mercedes-benz,glc,PA,East Petersburg,44990,6170,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WDC0G4JB4KV187309,2019,mercedes-benz,glc,TX,Beaumont,32195,48173,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
4JGFB4KB6LA075077,2020,mercedes-benz,gle,NJ,Bridgewater,44888,38702,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Beige
55SWF8EB1KU305401,2019,mercedes-benz,c-class,NJ,Williamstown,33245,17047,0,Personal,2,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WDDSJ4EB8EN065699,2014,mercedes-benz,cla,TX,Houston,17596,72421,0,Fleet,3,26,38,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Black
4JGFB4KB3LA010333,2020,mercedes-benz,gle,CA,Elk Grove,47345,44401,1,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
W1N0G8EB2NV360930,2022,mercedes-benz,glc,NJ,Union,48560,5388,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
55SWF8EB5KU291020,2019,mercedes-benz,c-class,NY,Nanuet,31298,46008,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDD3G4FB4KW000629,2019,mercedes-benz,a-class,TN,Knoxville,27990,39212,0,Personal,1,24,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDC0G4KB9KF670612,2019,mercedes-benz,glc,KS,Wichita,29598,42181,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
W1KZF6JB9LA834720,2020,mercedes-benz,e-class,NJ,Flemington,34995,109750,0,Personal,1,20,28,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WDCGG5HB1EG238655,2014,mercedes-benz,glk,TX,San Antonio,13497,117306,1,Personal,5,19,26,3.5L V-6 Gas,Automatic,RWD,Black,Black
WDC0G4JB7JF362001,2018,mercedes-benz,glc,TX,Houston,24980,62878,1,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Red,Beige
4JGFB4KB6LA011282,2020,mercedes-benz,gle,AL,Mobile,49500,34580,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
55SWF8EB6KU307905,2019,mercedes-benz,c-class,VA,Virginia Beach,33994,14182,0,Personal,1,22,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Gray
WD3PG2EA6H3272600,2017,mercedes-benz,metris-cargo-van,NJ,Bayonne,18500,113647,1,Personal,1,21,24,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
W1N0G8EB8NG085407,2022,mercedes-benz,glc,AZ,Scottsdale,44994,3500,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
4JGBB86E27A153208,2007,mercedes-benz,m-class,FL,Plantation,6995,140001,2,Personal,2,17,21,3.5L V-6 Gas,Automatic,4WD,Silver,Black
WDDNG7DB1DA507310,2013,mercedes-benz,s-class,TN,Franklin,25946,55175,0,Personal,3,15,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,Black,Beige
WDDZF4KB6JA480171,2018,mercedes-benz,e-class,FL,Inverness,33500,39563,0,Personal,2,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
4JGBB8GB2AA543821,2010,mercedes-benz,m-class,FL,Orlando,8999,131588,0,Fleet,3,15,20,3.5L V-6 Gas,Automatic,AWD,Unknown,Unknown
55SWF4JB7HU184767,2017,mercedes-benz,c-class,FL,Palmetto Bay,20298,58143,0,Fleet,3,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
W1N0G8DB4NV335593,2022,mercedes-benz,glc,CA,San Jose,41455,9130,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Black
WDDNG71X07A111230,2007,mercedes-benz,s-class,TX,Dallas,7990,130090,0,Personal,3,16,24,5.5L V-8 Gas,Automatic,RWD,White,Brown
WDCTG4GB0FJ058162,2015,mercedes-benz,gla,TX,Plano,17000,90951,0,Personal,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Red,Beige
4JGDF6EE8HA826118,2017,mercedes-benz,gls,KS,Topeka,29381,94517,0,Personal,3,19,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Beige
WDDUG8CB9EA030999,2014,mercedes-benz,s-class,CA,Roseville,29499,99060,2,Personal,2,17,25,4.6L V-8 Gas Turbocharged,Automatic,RWD,White,Brown
WDC0G4KB5KV189813,2019,mercedes-benz,glc,NJ,Butler,29888,29819,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDDZF4JB5KA630953,2019,mercedes-benz,e-class,CA,Fremont,31984,68379,0,Personal,1,21,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,White,Black
WDDNG86X79A270702,2009,mercedes-benz,s-class,VA,Fredericksburg,19700,57927,0,Personal,2,14,21,5.5L V-8 Gas,Automatic,AWD,Black,Beige
WDDHF8JBXDA754464,2013,mercedes-benz,e-class,NJ,Flemington,11795,164959,1,Personal,3,19,29,3.5L V-6 Gas,Automatic,AWD,Black,Black
4JGDA2EB3EA430350,2014,mercedes-benz,m-class,TX,Fort Worth,13995,154494,0,Personal,1,20,28,3.0L V-6 Diesel Turbocharged,Automatic,AWD,Black,Unknown
4JGDA5HB0JB164660,2018,mercedes-benz,gle,NY,Rochester,36989,32984,0,Personal,2,18,22,3.5L V-6 Gas,Automatic,AWD,Gray,Black
WDDNG71X87A143892,2007,mercedes-benz,s-class,KS,Wichita,18950,69616,0,Personal,2,16,24,5.5L V-8 Gas,Automatic,RWD,Black,Black
4JGDF6EE3KB217715,2019,mercedes-benz,gls,NJ,Hillside,45894,40064,1,Personal,2,16,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WDCGG5HB5FG433370,2015,mercedes-benz,glk,TX,San Antonio,15995,96228,1,Personal,3,19,25,3.5L V-6 Gas,Automatic,RWD,Black,Black
WDDWF4KB5JR343209,2018,mercedes-benz,c-class,MA,Westport,27995,48947,0,Personal,3,23,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Unknown
W1N0G8DB5NG039518,2022,mercedes-benz,glc,CA,San Jose,40955,8241,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Silver,Beige
W1N0G8DB2MF919757,2021,mercedes-benz,glc,TX,Houston,41880,17287,0,Personal,2,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Beige
W1N0G8EB6MF899074,2021,mercedes-benz,glc,MD,Gaithersburg,38890,4541,1,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
4JGDA5HB2JB061773,2018,mercedes-benz,gle,NY,Brooklyn,26995,94751,0,Personal,1,18,22,3.5L V-6 Gas,Automatic,AWD,Blue,Beige
WDCTG4GB1FJ088416,2015,mercedes-benz,gla,TX,Waco,19843,71555,0,Fleet,2,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WDDNG71X78A176707,2008,mercedes-benz,s-class,AZ,Chandler,15496,74992,0,Personal,2,14,21,5.5L V-8 Gas,Automatic,RWD,Silver,Black
4JGDA5JB5GA730868,2016,mercedes-benz,gle,TX,Houston,25880,72293,1,Personal,2,18,24,3.5L V-6 Gas,Automatic,RWD,White,Brown
WDC0G4KBXJV044426,2018,mercedes-benz,glc,AZ,Peoria,26932,51994,0,Personal,2,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WDDGF4HB0CR218407,2012,mercedes-benz,c-class,CA,Rancho Cordova,14999,48800,0,Personal,4,21,31,1.8L Inline-4 Gas Turbocharged,Automatic,RWD,Gray,Unknown
WD4PF1CD2KP115345,2019,mercedes-benz,sprinter-cargo-van,TX,San Antonio,40985,74542,0,Fleet,1,0,0,3.0L V-6 Diesel Turbocharged,Automatic,RWD,Gray,Black
55SWF8DBXKU301381,2019,mercedes-benz,c-class,FL,Jupiter,30900,30080,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Black,Unknown
W1N0G8EB6MF899589,2021,mercedes-benz,glc,TX,League City,39994,18621,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
W1N0G8EB4NV344597,2022,mercedes-benz,glc,NJ,Edison,48998,6124,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
4JGDA6EB3JB108237,2018,mercedes-benz,gle,TX,Austin,49000,19621,0,Fleet,2,17,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
W1N0G8EB4NV339304,2022,mercedes-benz,glc,NJ,Freehold,49999,9885,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
4JGFB4KB8LA009761,2020,mercedes-benz,gle,NJ,Edison,53303,30594,0,Personal,1,19,26,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
