VIN,year,znamka,model,state,city,price,miles,accidents,use,owners,MPG_city,MPG_highway,engine,transmission,drive_type,exterior,interior
WA1L2AFP1GA040653,2016,audi,q5,TX,Houston,18488,92836,1,Personal,2,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Gray
WA1VABGE7KB013488,2019,audi,e-tron,CA,Sacramento,57613,24478,0,Personal,3,73,74,L - Electric,Automatic,AWD,Silver,Unknown
WA1ANAFYXJ2023911,2018,audi,q5,FL,Maitland,27917,40478,0,Fleet,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1EAAFY0N2013276,2022,audi,q5,FL,N. Miami Beach,45500,13702,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1LAAF79JD003181,2018,audi,q7,CA,Sherman Oaks,25995,109420,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Black
WA1AECF35L1034307,2020,audi,q3,FL,Orlando,25895,61467,0,Personal,1,19,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WAUGNAF41HN003050,2017,audi,a4,OH,Cincinnati,19837,73382,0,Fleet,3,25,33,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Black
WA1VAAF74HD012728,2017,audi,q7,GA,Newnan,27999,80263,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WAUFFAFL4EN023742,2014,audi,a4,CA,San Diego,17499,70642,0,Personal,1,20,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WAUENAF45JN002125,2018,audi,a4,VA,Woodbridge,27000,55591,0,Personal,2,24,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WAUC4CF56JA089779,2018,audi,s5,CA,Costa Mesa,39995,49974,0,Personal,3,21,30,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WAUVVAFR9CA003557,2012,audi,s5,AZ,Tucson,18990,97603,1,Personal,2,16,24,4.2L V-8 Gas,Automatic,AWD,Black,Black
WA1LAAF76HD028727,2017,audi,q7,FL,Winter Park,36646,19949,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Blue,Gray
WA1VAAF70KD011504,2019,audi,q7,CA,San Diego,51343,8339,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Gray,Gray
WA1VAAF78HD016734,2017,audi,q7,TX,Fort Worth,24995,105863,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1VAAGE9KB022512,2019,audi,e-tron,FL,Wesley Chapel,58992,32751,0,Personal,1,73,74,L - Electric,Automatic,AWD,White,Beige
WUARL48H65K902067,2005,audi,s4,AZ,Phoenix,7450,128589,0,Fleet,6,17,23,4.2L V-8 Gas,Automatic,AWD,Silver,Black
WAUEFAFL6AN047711,2010,audi,a4,CA,Chula Vista,7669,109944,0,Personal,4,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Unknown
WA1CVAF17KD025956,2019,audi,q8,WA,Seattle,58880,32876,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Brown
WA1EAAFY9N2059527,2022,audi,q5,SC,Moncks Corner,47596,9171,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WA1LAAF76JD023498,2018,audi,q7,CA,West Covina,32558,52499,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Black
WA1BAAFY5M2131017,2021,audi,q5,CA,El Dorado Hills,45488,11308,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WAUBFAFL4BN027994,2011,audi,a4,CA,Sacramento,10498,83670,1,Personal,5,21,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WAUDNAF44KN018281,2019,audi,a4,IN,Indianapolis,27593,60671,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WU1ARAF13MD003041,2021,audi,rs-q8,WA,Puyallup,135777,18329,0,Personal,1,13,19,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Black
WAUENAF47KA007593,2019,audi,a4,TX,Hurst,30950,39507,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Brown
WAUWFAFC8HN037261,2017,audi,s7,TX,Dallas,49407,38780,0,Personal,1,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUB8GFF7H1068613,2017,audi,a3,CO,Colorado Springs,23497,49779,0,Personal,2,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1ANAFY2K2094022,2019,audi,q5,TX,Tomball,29992,55079,0,Personal,2,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WUAAU34289N002278,2009,audi,r8,WA,Lynnwood,80000,35779,0,Personal,4,12,19,4.2L V-8 Gas,Manual,AWD,Black,Black
WA1BVAF12KD040408,2019,audi,q8,AZ,Tempe,56900,39685,0,Personal,2,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WAUBEGFF9KA087275,2019,audi,a3,NY,Nyack,27988,29703,0,Personal,1,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1LFAFP0FA027895,2015,audi,q5,NC,Dunn,16800,116255,0,Personal,3,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Gray
WA1VAAF72JD010238,2018,audi,q7,OH,Boardman,41380,43535,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Brown
WA1LAAF78JD004810,2018,audi,q7,TX,Plano,31980,61706,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Blue,Brown
WA1LXAF75MD013497,2021,audi,q7,FL,Lake Park,47989,30375,0,Fleet,1,18,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WA1DECF37M1100418,2021,audi,q3,CA,Santa Barbara,34995,24996,0,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1AAAFY6M2110897,2021,audi,q5,MD,Cockeysville,38977,10507,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Gray
WAUB8GFF1G1005375,2016,audi,a3,TX,The Woodlands,16797,77893,1,Personal,4,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WAUAUGFF6LA000559,2020,audi,a3,FL,N. Miami Beach,27310,14488,0,Personal,1,27,36,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Black
WA1CMAFP9EA064979,2014,audi,q5,IL,St. Charles,12221,188258,0,Personal,2,24,31,3.0L V-6 Diesel Turbocharged,Automatic,AWD,White,Beige
WAULNAF43HN024660,2017,audi,a4,CA,San Diego,22995,65493,1,Personal,2,25,33,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Red,Black
WA1ANAFY0K2065974,2019,audi,q5,MD,Cockeysville,31345,36616,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WA1CGAFP0EA018769,2014,audi,sq5,NJ,Red Bank,19995,100244,0,Personal,4,16,23,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1ANAFY6K2091270,2019,audi,q5,FL,Fort Myers,34995,26267,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1BNAFY2J2246755,2018,audi,q5,FL,N. Miami Beach,26500,36369,1,Personal,1,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WA19NAF41JA019266,2018,audi,a4-allroad,TX,El Paso,29995,88738,0,Personal,1,22,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1VABGE6KB022313,2019,audi,e-tron,CO,Lakewood,61999,23420,0,Personal,2,73,74,L - Electric,Automatic,AWD,Black,Black
WA1LHAF79KD022763,2019,audi,q7,LA,Metairie,39999,26801,0,Personal,1,19,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WAUAUGFF7KA120918,2019,audi,a3,FL,Jacksonville,25500,34601,0,Personal,2,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WA1LAAF70HD013009,2017,audi,q7,FL,Hollywood,29999,70537,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1BNAFY6J2149204,2018,audi,q5,TX,Plano,28985,60256,0,Personal,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Gray
WAUA7GFF6G1051783,2016,audi,a3,CA,Berkeley,15500,89197,0,Personal,2,23,33,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Black
WAUSFAFL4BA034970,2011,audi,a4,AZ,Tempe,11995,81642,0,Personal,2,21,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WAU2GAFC6GN002373,2016,audi,a7,CA,Roseville,31995,68193,0,Personal,2,20,30,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Black
WA1ANAFYXL2006383,2020,audi,q5,FL,N. Miami Beach,34900,19662,0,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1VMAFE9CD003554,2012,audi,q7,VA,Manassas,19995,76000,0,Fleet,2,17,25,3.0L V-6 Diesel Turbocharged,Automatic,AWD,White,Black
WAU34AFD2GN002151,2016,audi,a8,TX,Houston,27983,68213,0,Personal,3,19,29,3.0L V-6 Gas Supercharged,Automatic,AWD,Blue,Brown
WAUBFAFL2EN027433,2014,audi,a4,VA,Leesburg,11999,131374,0,Fleet,1,20,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1VAAF71JD000882,2018,audi,q7,FL,Fort Myers,41995,30521,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Gray,Black
WA1DGAFE5ED015352,2014,audi,q7,OR,Salem,20995,90322,0,Personal,3,16,22,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1GAAFY5N2080917,2022,audi,q5,TX,Grapevine,45000,8973,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
WA1LGAFE2FD023356,2015,audi,q7,NC,Clayton,23947,50607,1,Fleet,3,16,22,3.0L V-6 Gas Supercharged,Automatic,AWD,Silver,Black
TRUB1AFK3F1000720,2015,audi,tts,TN,Brentwood,25900,63903,0,Personal,1,22,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WAUL2AF26KN110494,2019,audi,a6,IL,Naperville,40977,34669,0,Personal,1,22,29,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WA1AHAF73JD013501,2018,audi,q7,FL,N. Miami Beach,31200,24295,0,Personal,2,19,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WAUF2AFC3EN058185,2014,audi,s6,CA,Lomita,26995,82169,0,Personal,3,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Silver,Black
WA1CGAFP7EA049209,2014,audi,sq5,WA,Spokane,23980,77828,0,Personal,2,16,23,3.0L V-6 Gas Supercharged,Automatic,AWD,Gray,Black
WA1B4AFY5K2001565,2019,audi,sq5,FL,Sarasota,46782,18744,0,Personal,1,19,24,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WA1BNAFY8L2105482,2020,audi,q5,TX,Corinth,34977,47890,0,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WAUGGAFC8CN059075,2012,audi,a6,FL,Orlando,16600,81268,0,Personal,2,19,28,3.0L V-6 Gas Supercharged,Automatic,AWD,Silver,Unknown
WAUFFAFL2FN030108,2015,audi,a4,WA,Seattle,15980,96530,2,Fleet,3,22,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WA1LFAFP1EA048558,2014,audi,q5,LA,Metairie,19999,38375,2,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Unknown
WAUA7GFF0G1026717,2016,audi,a3,FL,Tallahassee,15534,99225,0,Personal,2,23,33,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Unknown,Unknown
WA1A4AFY2J2162238,2018,audi,sq5,OR,Salem,35995,58148,0,Personal,1,19,24,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Gray
WA1GCCFS5HR004756,2017,audi,q3,FL,Sarasota,22990,66899,0,Fleet,2,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WA1VAAF70KD009557,2019,audi,q7,MI,Oak Park,51440,24814,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WU1ARBF17MD005168,2021,audi,rs-q8,CA,San Rafael,124988,5746,0,Personal,1,13,19,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1VAAF71KD009079,2019,audi,q7,TX,Houston,43999,43342,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Beige
WAUL2AF29KN064420,2019,audi,a6,GA,Lilburn,39999,19448,0,Fleet,1,22,29,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1LHAF77HD041272,2017,audi,q7,VA,Vienna,27500,66340,0,Personal,1,20,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
TRUA1AFV1K1010825,2019,audi,tts,TN,Knoxville,51397,12029,0,Personal,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WA1JCCFS8JR032935,2018,audi,q3,MA,Tyngsboro,26980,52873,0,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WA1AAAFYXM2026274,2021,audi,q5,CA,Rocklin,40160,18495,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1A4AFY0J2158334,2018,audi,sq5,FL,Gainesville,34971,50935,0,Personal,2,19,24,3.0L V-6 Gas Turbocharged,Automatic,AWD,Blue,Black
WAUDL74FX6N080500,2006,audi,a6,WA,Bellingham,5995,158544,0,Personal,2,17,23,4.2L V-8 Gas,Automatic,AWD,Red,Brown
WAUENCF52KA079175,2019,audi,a5,FL,Doral,26998,65700,1,Personal,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1LFAFPXFA057972,2015,audi,q5,MA,Walpole,16975,98832,0,Personal,2,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUFFAFLXDA169701,2013,audi,a4,CA,Fremont,14999,65143,1,Personal,3,20,30,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
WA1BNAFY6J2013056,2018,audi,q5,OK,Oklahoma City,28176,59871,1,Personal,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Beige
WAUB8GFFXH1011063,2017,audi,a3,VA,Alexandria,21500,65416,1,Fleet,3,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WUAPCBF25MN906831,2021,audi,rs-7,FL,Jupiter,111500,7990,1,Fleet,2,15,22,4.0L V-8 Gas Turbocharged,Automatic,AWD,Blue,Black
WAUR2AFD0EN004719,2014,audi,a8,OH,Columbus,17732,151625,0,Personal,3,16,26,4.0L V-8 Gas Turbocharged,Automatic,AWD,White,Beige
WA1LFAFP3FA140448,2015,audi,q5,FL,Tampa,17995,95159,0,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1LAAGE8KB024176,2019,audi,e-tron,CA,Ventura,57918,22937,0,Personal,1,73,74,L - Electric,Automatic,AWD,White,Black
WA1LFAFP5EA010993,2014,audi,q5,NY,West Seneca,16995,82763,1,Personal,3,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WA1CFAFP7FA079833,2015,audi,q5,FL,Clearwater,19590,55758,1,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1VAAF72JD048715,2018,audi,q7,LA,Metairie,37990,50150,0,Personal,1,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Unknown
WA1LFAFP8CA117050,2012,audi,q5,VA,Fredericksburg,12499,118402,0,Personal,2,20,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WAU8DAF82KN017623,2019,audi,a8,TX,San Antonio,50987,19333,0,Personal,2,19,27,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Brown
WA1AAAF72KD000616,2019,audi,q7,IL,Orland Park,38997,39943,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Black
WAU2GAFC7GN021854,2016,audi,a7,AZ,Scottsdale,27498,93433,0,Personal,3,20,30,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1LHAF79KD025078,2019,audi,q7,IL,Highland Park,40987,31369,0,Personal,1,19,25,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WAUBFAFL1EN029657,2014,audi,a4,CT,Bethany,15999,85534,0,Personal,2,20,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Gray
WA1AWBF73MD032761,2021,audi,sq7,FL,Davie,79998,7610,0,Personal,1,15,21,4.0L V-8 Hybrid Turbocharged,Automatic,AWD,Black,Gray
WA1BNAFY9L2054106,2020,audi,q5,OR,Wilsonville,37888,22387,0,Personal,1,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUBNCF57KA008329,2019,audi,a5,CA,Seaside,34753,37733,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WA1LGAFE8FD001524,2015,audi,q7,CA,Sacramento,15750,117429,0,Personal,2,16,22,3.0L V-6 Gas Supercharged,Automatic,AWD,Unknown,Unknown
WAU8SAF86MN013924,2021,audi,s8,CA,Sherman Oaks,102879,15180,0,Personal,1,13,22,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUL2AF2XKN038568,2019,audi,a6,TX,New Braunfels,39111,4995,0,Personal,2,22,29,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Beige
WA1LXAF71LD001460,2020,audi,q7,TX,San Antonio,49962,24574,0,Personal,1,17,21,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Beige
WAUB4CF58KA090798,2019,audi,s5,CA,Woodland Hills,39990,43421,0,Personal,1,21,30,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WAUBFAFL5CN004175,2012,audi,a4,CT,Bethany,10999,115761,0,Personal,2,21,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Red,Black
WA1ANAFY1J2201009,2018,audi,q5,OH,Dublin,29995,20249,0,Personal,1,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1FVAF16KD010152,2019,audi,q8,TN,Franklin,54755,58160,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Black,Black
WAUACGFF6F1116187,2015,audi,a3,WA,Fife,18998,48787,0,Fleet,3,23,33,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gray,Black
WAUW3AFC2JN057598,2018,audi,a7,VA,Vienna,40001,20633,1,Fleet,2,20,29,3.0L V-6 Gas Supercharged,Automatic,AWD,Silver,Black
WA1EECF34N1031421,2022,audi,q3,CA,Seaside,37961,8242,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WAUHMAF40KN016046,2019,audi,a4,CA,West Covina,29339,43174,0,Personal,1,27,34,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Black
WA1BNAFY4L2032725,2020,audi,q5,FL,Clearwater,36995,27862,0,Personal,3,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WAUEFGFF3F1069306,2015,audi,a3,IA,Iowa City,16500,99419,0,Personal,2,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Gray
WA1C8AFP6EA019308,2014,audi,q5,IN,Indianapolis,14795,145753,2,Personal,2,24,30,2.0L Inline-4 Hybrid Turbocharged,Automatic,AWD,Gray,Black
WA1B4AFY1L2001824,2020,audi,sq5,IL,Lombard,40487,57452,0,Personal,2,18,23,3.0L V-6 Gas Turbocharged,Automatic,AWD,Blue,Black
WA1C2AFP6GA016476,2016,audi,q5,OH,Fairfield,15800,130464,0,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WAUL2AF27KN032940,2019,audi,a6,PA,Pittsburgh,39500,36204,0,Personal,2,22,29,3.0L V-6 Gas Turbocharged,Automatic,AWD,Blue,Black
WA1LFAFP3DA033008,2013,audi,q5,GA,Cumming,14995,106727,3,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Brown
WA1EAAFY0N2026710,2022,audi,q5,CA,Seaside,44789,11357,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1AAAFY0M2079436,2021,audi,q5,FL,N. Miami Beach,38028,13808,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WA1BNAFY9J2020017,2018,audi,q5,CA,Sacramento,24862,89960,0,Personal,1,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WAUTNAF50KA039673,2019,audi,a5,OH,Bedford,32123,46685,0,Personal,1,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WAUANCF55KA053703,2019,audi,a5,CA,Roseville,31907,39354,0,Fleet,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1EECF39N1064169,2022,audi,q3,CA,Rocklin,40119,11193,0,Personal,1,21,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WA1BNAFY7J2213184,2018,audi,q5,NJ,Voorhees,33420,39680,0,Personal,1,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WA1BVAF18KD008921,2019,audi,q8,CA,Seaside,49663,60837,0,Personal,1,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1AAAFY0M2004414,2021,audi,q5,CA,San Diego,39389,17737,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WAUENAF48HN019088,2017,audi,a4,OR,Wilsonville,23980,76995,0,Personal,3,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Gray
WAUDACF51MA015865,2021,audi,a5,UT,Salt Lake City,37995,39601,0,Fleet,1,24,31,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WA1BNAFY1K2089852,2019,audi,q5,IL,Naperville,35991,43763,0,Personal,1,22,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WA1DECF39L1048059,2020,audi,q3,FL,N. Miami Beach,28983,49953,0,Personal,1,19,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUBFGFF1F1022763,2015,audi,a3,OH,Cincinnati,12450,140914,0,Personal,3,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Brown
WA1CGAFP9EA027969,2014,audi,sq5,TX,Houston,16998,147706,0,Personal,4,16,23,3.0L V-6 Gas Supercharged,Automatic,AWD,Black,Black
WA1LAAF71JD052455,2018,audi,q7,TX,Houston,36983,31347,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,Gray,Black
WAUB4AF46KA110963,2019,audi,s4,MA,Westwood,27800,101044,0,Personal,1,21,30,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WAUC4CF54JA033047,2018,audi,s5,VA,Dumfries,28450,114109,1,Personal,1,21,30,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Red
WA1LFAFP4EA037229,2014,audi,q5,TX,Frisco,18498,79833,1,Personal,2,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Beige
WAUCJBFW7N7001370,2022,audi,e-tron-gt,TN,Knoxville,95618,13838,1,Personal,2,81,83,L - Electric,Automatic,AWD,Gray,Black
WAUD8AF26KN122048,2019,audi,a6,TX,Hurst,34750,31943,0,Personal,1,24,32,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Silver,Black
WAUB4AF48JA030627,2018,audi,s4,TX,Plano,32900,68792,0,Personal,2,21,30,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1L2AFP7HA082360,2017,audi,q5,VA,Fairfax,16750,128542,0,Personal,1,20,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Black
WUAPCBF23MN904012,2021,audi,rs-7,CA,West Covina,118425,18910,0,Personal,1,15,22,4.0L V-8 Gas Turbocharged,Automatic,AWD,Gray,Black
WA1EFCFS3FR007893,2015,audi,q3,CO,Lakewood,17799,94045,0,Personal,1,20,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gray,Gray
WAUGMAF4XLA046532,2020,audi,a4,FL,Fort Myers,31429,16278,1,Personal,1,27,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,White,Black
WAUAUGFF6KA107030,2019,audi,a3,FL,N. Miami Beach,23200,23609,1,Personal,1,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Black,Brown
WA1VAAF79JD046959,2018,audi,q7,FL,Tampa,38888,47297,0,Personal,2,19,25,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Beige
WAUE1GFF4LA022330,2020,audi,s3,FL,N. Miami Beach,39369,16909,0,Personal,1,22,29,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Red,Black
WAUENAF46KA002644,2019,audi,a4,VA,Vienna,29002,32129,1,Fleet,2,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Brown
WA1BNAFY3J2066555,2018,audi,q5,NC,Greensboro,30999,52183,0,Personal,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Beige
WA1LMAFE7ED006317,2014,audi,q7,AZ,Phoenix,15400,120090,0,Fleet,2,19,28,3.0L V-6 Diesel Turbocharged,Automatic,AWD,Black,Black
WUABWCF58KA900737,2019,audi,rs-5,TX,Madisonville,55700,43646,1,Personal,1,17,26,2.9L V-6 Gas Turbocharged,Automatic,AWD,Black,Silver
WA1CGAFE0FD005082,2015,audi,q7,CA,Sacramento,18995,94059,0,Personal,2,16,22,3.0L V-6 Gas Supercharged,Automatic,AWD,White,Unknown
WA1LGAFE1FD001929,2015,audi,q7,CO,Sheridan,19997,94343,0,Fleet,2,16,22,3.0L V-6 Gas Supercharged,Automatic,AWD,Gray,Black
WA1AVAF10KD009413,2019,audi,q8,TN,Knoxville,54445,27542,0,Personal,2,17,22,3.0L V-6 Gas Turbocharged,Automatic,AWD,White,Black
WA1AAAFY5M2099231,2021,audi,q5,FL,N. Miami Beach,38272,14123,0,Personal,1,23,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,White,Black
WA1BNAFY4L2031574,2020,audi,q5,TX,Houston,37494,32398,0,Personal,3,22,28,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Blue,Brown
WA1BNAFY4J2191872,2018,audi,q5,PA,Middletown,29995,48892,1,Personal,2,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Black,Brown
WAUW2BFC1EN114193,2014,audi,s7,OK,Edmond,33000,64984,1,Personal,3,17,27,4.0L V-8 Gas Turbocharged,Automatic,AWD,Black,Black
